name,callsign,lat1,lat2,lat3,latNS,long1,long2,long3,longEW,city,state,country,access,month,year,control_tower,FSJA,FS100,SSJA,SS100,PSJA,PS100
Triple W Airport,5W5,35,37,13.4000,N,078,42,01.0000,W, Raleigh, North Carolina, USA ,Open to the public,06,1975,no,na,na,na,na,na,na
Raleigh-Durham International Airport,KRDU,35,52,39.5000,N,078,47,14.9000,W, Raleigh/Durham, North Carolina, USA ,Open to the public,04,1943,yes,8.79,6.60,na,na,na,na
Rockingham County NC Shiloh Airport,KSIF,36,26,13.9790,N,079,51,03.6350,W, Reidsville, North Carolina, USA ,Open to the public,12,1975,no,5.77,5.46,na,na,na,na
Halifax/Northampton Regional Airport,KIXA,36,19,47.2500,N,077,38,06.8310,W, Roanoke Rapids, North Carolina, USA ,Open to the public,02,2009,no,na,na,na,na,na,na
Richmond County Airport,KRCZ,34,53,28.6920,N,079,45,34.5520,W, Rockingham, North Carolina, USA ,Open to the public,04,1943,no,na,na,na,na,na,na
Rocky Mount/Wilson Regional Airport,KRWI,35,51,22.5100,N,077,53,30.9600,W, Rocky Mount, North Carolina, USA ,Open to the public,na,na,no,5.78,5.29,na,na,na,na
Adams Airport,8NC,34,34,34.0200,N,079,14,55.7400,W, Rowland, North Carolina, USA ,Open to the public,03,1991,no,na,na,na,na,na,na
Raleigh Regional Airport at Person County,KTDF,36,17,04.6000,N,078,59,04.7000,W, Roxboro, North Carolina, USA ,Open to the public,10,1987,no,6.69,6.19,na,na,na,na
Rutherford County Airport/Marchman Field,KFQD,35,25,41.6000,N,081,56,06.2800,W, Rutherfordton, North Carolina, USA ,Open to the public,11,1975,no,6.50,6.40,na,na,na,na
Mid-Carolina Regional Airport,KRUQ,35,38,45.1800,N,080,31,13.0500,W, Salisbury, North Carolina, USA ,Open to the public,01,1938,no,6.67,5.98,na,na,na,na
Raleigh Executive Jetport at Sanford-Lee County Airport,KTTA,35,34,56.7820,N,079,06,04.8160,W, Sanford, North Carolina, USA ,Open to the public,07,1999,no,6.58,5.21,na,na,na,na
Shelby-Cleveland County Regional Airport,KEHO,35,15,20.6970,N,081,36,02.7520,W, Shelby, North Carolina, USA ,Open to the public,08,1958,no,6.50,5.75,na,na,na,na
Siler City Municipal Airport,KSCR,35,42,15.3882,N,079,30,15.4713,W, Siler City, North Carolina, USA ,Open to the public,07,1965,no,na,na,na,na,na,na
Johnston Regional Airport,KJNX,35,32,27.3770,N,078,23,25.1720,W, Smithfield, North Carolina, USA ,Open to the public,06,1978,no,6.12,6.12,na,na,na,na
Avery County Airport (Morrison Field),7A8,35,56,43.3000,N,081,59,46.4000,W, Spruce Pine, North Carolina, USA ,Open to the public,11,1962,no,na,na,na,na,6.50,6.50
Montgomery County Airport,43A,35,23,04.7390,N,079,47,24.9590,W, Star, North Carolina, USA ,Open to the public,07,1965,no,na,na,na,na,5.75,na
Statesville Regional Airport,KSVH,35,45,54.0000,N,080,57,14.0000,W, Statesville, North Carolina, USA ,Open to the public,03,1940,no,6.60,6.58,na,na,na,na
Jackson County Airport,24A,35,19,01.9599,N,083,12,34.9337,W, Sylva, North Carolina, USA ,Open to the public,09,1978,no,na,na,na,na,5.95,na
Tarboro-Edgecombe Airport,KETC,35,56,14.1470,N,077,32,47.3290,W, Tarboro, North Carolina, USA ,Open to the public,04,1961,no,na,na,na,na,na,na
Taylorsville Airport,NC2,35,55,51.0000,N,081,11,48.0000,W, Taylorsville, North Carolina, USA ,Open to the public,06,1962,no,na,na,na,na,na,na
Hiatt Airport,N97,35,49,48.4920,N,080,06,27.1610,W, Thomasville, North Carolina, USA ,Open to the public,11,1959,no,na,na,na,na,na,na
Anson County Airport - Jeff Cloud Field,KAFP,35,01,14.2960,N,080,04,37.6230,W, Wadesboro, North Carolina, USA ,Open to the public,05,1941,no,na,5.24,na,na,na,na
Henderson Field Airport,KACZ,34,43,04.3000,N,078,00,14.0000,W, Wallace, North Carolina, USA ,Open to the public,06,1954,no,na,na,na,na,na,na
Meadow Brook Field Airport,N63,36,18,05.4940,N,080,08,54.1650,W, Walnut Cove, North Carolina, USA ,Open to the public,09,1966,no,na,na,na,na,na,na
Washington-Warren Airport,KOCW,35,34,13.7000,N,077,02,59.3000,W, Washington, North Carolina, USA ,Open to the public,07,1942,no,5.97,5.55,na,na,na,na
JAARS-Townsend Airport,N52,34,51,49.7400,N,080,44,52.7400,W, Waxhaw, North Carolina, USA ,Open to the public,02,1962,no,na,na,na,na,na,na
Columbus County Municipal Airport,KCPC,34,16,22.3340,N,078,42,53.9540,W, Whiteville, North Carolina, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Martin County Airport,KMCZ,35,51,43.8940,N,077,10,41.5220,W, Williamston, North Carolina, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Wilmington International Airport,KILM,34,16,16.1000,N,077,54,10.4000,W, Wilmington, North Carolina, USA ,Open to the public,07,1937,yes,7.08,5.61,na,na,na,na
Wilson Industrial Air Center Airport,W03,35,46,13.4650,N,077,58,11.2490,W, Wilson, North Carolina, USA ,Open to the public,05,1943,no,5.16,6.59,na,na,na,na
Smith Reynolds Airport,KINT,36,08,01.3697,N,080,13,19.1558,W, Winston Salem, North Carolina, USA ,Open to the public,01,1938,yes,6.35,5.20,na,na,na,na
South Oaks Aerodrome,05N,35,28,55.8650,N,077,21,20.7875,W, Winterville, North Carolina, USA ,Open to the public,07,2005,no,na,na,na,na,na,na
Lone Hickory Airport,80C,36,03,37.8520,N,080,41,24.3600,W, Yadkinville, North Carolina, USA ,Open to the public,12,1997,no,na,na,na,na,na,na
Yanceyville Municipal Airport,6W4,36,23,59.2000,N,079,23,33.7000,W, Yanceyville, North Carolina, USA ,Open to the public,08,1945,no,na,na,na,na,na,na
Arthur Airport,1A2,47,06,45.4900,N,097,12,29.3300,W, Arthur, North Dakota, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Ashley Municipal Airport,KASY,46,01,23.3600,N,099,21,09.2690,W, Ashley, North Dakota, USA ,Open to the public,01,1942,no,na,na,na,na,4.75,na
Beach Airport,20U,46,55,30.6000,N,103,58,55.4000,W, Beach, North Dakota, USA ,Open to the public,08,1974,no,na,na,na,na,5.25,5.55
Beulah Airport,95D,47,15,04.3700,N,101,48,54.1550,W, Beulah, North Dakota, USA ,Open to the public,10,1947,no,na,na,na,na,5.66,na
Bismarck Municipal Airport,KBIS,46,46,21.8420,N,100,44,44.6550,W, Bismarck, North Dakota, USA ,Open to the public,12,1937,yes,6.75,5.65,na,na,na,na
Bottineau Municipal Airport,D09,48,49,49.7000,N,100,25,02.3000,W, Bottineau, North Dakota, USA ,Open to the public,10,1959,no,4.70,na,na,na,na,na
Bowbells Municipal Airport,5B4,48,48,35.0980,N,102,14,43.6020,W, Bowbells, North Dakota, USA ,Open to the public,04,1969,no,na,na,na,na,na,na
Bowman Regional Airport,KBWW,46,09,55.8695,N,103,18,02.6739,W, Bowman, North Dakota, USA ,Open to the public,05,2015,no,na,na,na,6.90,na,na
Cando Municipal Airport,9D7,48,28,48.1000,N,099,14,11.0000,W, Cando, North Dakota, USA ,Open to the public,01,1946,no,na,na,na,na,na,na
Carrington Municipal Airport,46D,47,27,04.0000,N,099,09,04.8000,W, Carrington, North Dakota, USA ,Open to the public,07,1945,no,na,na,na,na,5.14,na
Casselton Robert Miller Regional Airport,5N8,46,51,14.2000,N,097,12,28.3000,W, Casselton, North Dakota, USA ,Open to the public,04,1986,no,na,na,na,na,6.89,na
Cavalier Municipal Airport,2C8,48,47,01.4000,N,097,37,55.1000,W, Cavalier, North Dakota, USA ,Open to the public,10,1948,no,na,na,na,na,6.40,6.00
Columbus Municipal Airport,D49,48,53,57.8850,N,102,47,32.2450,W, Columbus, North Dakota, USA ,Open to the public,07,1949,no,na,na,na,na,na,na
Cooperstown Municipal Airport,S32,47,25,21.9850,N,098,06,21.1370,W, Cooperstown, North Dakota, USA ,Open to the public,11,1947,no,na,na,na,na,6.50,na
Crosby Municipal Airport,D50,48,55,41.8774,N,103,17,51.2913,W, Crosby, North Dakota, USA ,Open to the public,11,1937,no,na,na,na,na,6.50,na
Devils Lake Regional Airport,KDVL,48,06,59.7270,N,098,54,35.9570,W, Devils Lake, North Dakota, USA ,Open to the public,na,na,no,na,6.00,na,na,na,na
Dickinson/Theodore Roosevelt Regional Airport,KDIK,46,48,01.7050,N,102,48,15.9670,W, Dickinson, North Dakota, USA ,Open to the public,10,1938,no,6.65,6.60,na,na,na,na
Drayton Municipal Airport,D29,48,37,06.6500,N,097,10,33.2300,W, Drayton, North Dakota, USA ,Open to the public,04,1991,no,na,na,na,na,na,na
International Peace Garden Airport,S28,48,59,50.3000,N,100,02,37.3000,W, Dunseith, North Dakota, USA ,Open to the public,06,1965,no,na,na,na,na,na,na
Edgeley Municipal Airport,51D,46,20,58.9000,N,098,44,06.0000,W, Edgeley, North Dakota, USA ,Open to the public,01,1961,no,na,na,na,na,4.50,na
Elgin Municipal Airport,Y71,46,22,57.9150,N,101,50,41.6500,W, Elgin, North Dakota, USA ,Open to the public,08,1979,no,na,na,na,na,na,na
Ellendale Municipal Airport,4E7,46,00,58.8000,N,098,30,56.5000,W, Ellendale, North Dakota, USA ,Open to the public,11,1947,no,na,na,na,na,4.85,na
Sky Haven Airport,5N4,46,37,36.7032,N,097,37,12.8359,W, Enderlin, North Dakota, USA ,Open to the public,07,1947,no,na,na,na,na,5.87,na
Hector International Airport,KFAR,46,55,14.3000,N,096,48,56.7000,W, Fargo, North Dakota, USA ,Open to the public,08,1937,yes,6.79,7.37,na,na,na,na
West Fargo Municipal Airport,D54,46,54,01.3700,N,096,55,06.6800,W, Fargo, North Dakota, USA ,Open to the public,12,1979,no,na,na,na,na,5.69,na
Fessenden-Streibel Municipal Airport,D24,47,39,35.0060,N,099,39,39.4400,W, Fessenden, North Dakota, USA ,Open to the public,01,1987,no,na,na,na,na,na,na
Standing Rock Airport,Y27,46,04,00.7850,N,100,37,57.9990,W, Fort Yates, North Dakota, USA ,Open to the public,08,1978,no,na,na,na,na,na,na
Gackle Municipal Airport,9G9,46,37,17.6300,N,099,09,52.0700,W, Gackle, North Dakota, USA ,Open to the public,10,1963,no,na,na,na,na,na,na
Garrison Municipal Airport,D05,47,39,21.7569,N,101,26,12.4858,W, Garrison, North Dakota, USA ,Open to the public,11,1978,no,na,na,na,na,5.25,na
Glen Ullin Regional Airport,D57,46,48,51.5000,N,101,51,54.7000,W, Glen Ullin, North Dakota, USA ,Open to the public,12,1943,no,na,na,na,na,5.50,na
Hutson Field Airport,KGAF,48,24,16.9760,N,097,22,15.4440,W, Grafton, North Dakota, USA ,Open to the public,10,1947,no,na,na,na,na,na,na
Grand Forks International Airport,KGFK,47,56,50.2000,N,097,10,25.6000,W, Grand Forks, North Dakota, USA ,Open to the public,12,1963,yes,6.75,6.49,na,na,na,na
Gwinner Airport-Roger Melroe Field,KGWR,46,13,05.8000,N,097,38,36.1000,W, Gwinner, North Dakota, USA ,Open to the public,na,na,no,na,na,na,na,6.00,6.00
Harvey Municipal Airport,5H4,47,47,28.4000,N,099,55,54.3000,W, Harvey, North Dakota, USA ,Open to the public,10,2002,no,na,na,na,na,na,na
Hazelton Municipal Airport,6H8,46,28,55.9800,N,100,15,49.4400,W, Hazelton, North Dakota, USA ,Open to the public,06,1949,no,na,na,na,na,na,na
Mercer County Regional Airport,KHZE,47,17,23.7670,N,101,34,51.5200,W, Hazen, North Dakota, USA ,Open to the public,05,1952,no,na,na,na,na,6.10,5.44
Hettinger/JB Lindquist Regional Airport,KHEI,46,00,53.6000,N,102,39,21.6000,W, Hettinger, North Dakota, USA ,Open to the public,01,1947,no,na,na,na,na,na,na
Hillsboro Municipal Airport,3H4,47,21,33.8680,N,097,03,37.4990,W, Hillsboro, North Dakota, USA ,Open to the public,08,1977,no,na,na,na,na,5.77,na
Jamestown Regional Airport,KJMS,46,55,47.0000,N,098,40,41.5000,W, Jamestown, North Dakota, USA ,Open to the public,03,1938,no,7.25,6.95,na,na,na,na
Kenmare Municipal Airport,7K5,48,40,03.4050,N,102,02,52.8100,W, Kenmare, North Dakota, USA ,Open to the public,10,1968,no,na,na,6.10,na,na,na
Dunn County Airport - Weydahl Field,9Y1,47,23,28.7950,N,102,46,18.5250,W, Killdeer, North Dakota, USA ,Open to the public,08,1979,no,na,na,na,na,6.00,5.25
Robert Odegaard Field Airport,K74,46,38,55.4307,N,096,59,56.4346,W, Kindred, North Dakota, USA ,Open to the public,06,1949,no,na,na,na,na,5.45,na
Kulm Municipal Airport,D03,46,18,24.3500,N,098,56,19.8000,W, Kulm, North Dakota, USA ,Open to the public,10,2009,no,na,na,na,na,na,na
La Moure Rott Municipal Airport,4F9,46,20,50.2100,N,098,16,53.3500,W, La Moure, North Dakota, USA ,Open to the public,10,1964,no,na,na,na,na,na,na
Lakota Municipal Airport,5L0,48,01,44.1000,N,098,19,32.7000,W, Lakota, North Dakota, USA ,Open to the public,09,1947,no,na,na,na,na,5.50,na
Robertson Field Airport,D55,48,45,11.2703,N,098,23,37.5690,W, Langdon, North Dakota, USA ,Open to the public,03,1938,no,4.75,na,na,na,na,na
Larimore Municipal Airport,2L1,47,54,24.1700,N,097,38,27.5000,W, Larimore, North Dakota, USA ,Open to the public,08,1969,no,na,na,na,na,na,na
Leeds Municipal Airport,D31,48,17,06.0250,N,099,24,07.9100,W, Leeds, North Dakota, USA ,Open to the public,08,1987,no,na,na,na,na,na,na
Lidgerwood Municipal Airport,4N4,46,05,21.0600,N,097,09,58.0850,W, Lidgerwood, North Dakota, USA ,Open to the public,11,1984,no,na,na,na,na,na,na
Linton Municipal Airport,7L2,46,13,14.3072,N,100,14,44.2459,W, Linton, North Dakota, USA ,Open to the public,09,1950,no,na,na,na,na,na,na
Lisbon Municipal Airport,6L3,46,26,49.1040,N,097,43,41.5760,W, Lisbon, North Dakota, USA ,Open to the public,11,1987,no,na,na,na,na,5.97,na
Maddock Municipal Airport,6D3,47,58,48.9450,N,099,31,37.0550,W, Maddock, North Dakota, USA ,Open to the public,01,1971,no,na,na,na,na,na,na
Mandan Regional Airport/Lawler Field,Y19,46,46,04.7000,N,100,53,39.7000,W, Mandan, North Dakota, USA ,Open to the public,10,1949,no,6.36,5.99,na,na,na,na
Mayville Municipal Airport,D56,47,28,36.6300,N,097,19,41.0950,W, Mayville, North Dakota, USA ,Open to the public,03,1975,no,na,na,na,na,na,na
Mc Clusky Municipal Airport,7G2,47,27,43.3700,N,100,29,14.0250,W, Mc Clusky, North Dakota, USA ,Open to the public,09,1976,no,na,na,na,na,na,na
Mc Ville Municipal Airport,8M6,47,46,13.1400,N,098,11,05.6900,W, Mc Ville, North Dakota, USA ,Open to the public,11,1947,no,na,na,na,na,na,na
Milnor Municipal Airport,4R6,46,15,29.8590,N,097,26,16.3270,W, Milnor, North Dakota, USA ,Open to the public,10,1950,no,na,na,na,na,na,na
Minot International Airport,KMOT,48,15,27.5000,N,101,16,40.9000,W, Minot, North Dakota, USA ,Open to the public,03,1940,yes,6.87,6.55,na,na,na,na
Minto Municipal Airport,D06,48,17,33.3700,N,097,23,38.4800,W, Minto, North Dakota, USA ,Open to the public,02,1977,no,na,na,na,na,na,na
Mohall Municipal Airport,KHBC,48,46,07.9890,N,101,32,15.5090,W, Mohall, North Dakota, USA ,Open to the public,12,1944,no,na,na,na,na,5.50,na
Mott Municipal Airport,3P3,46,21,32.9830,N,102,19,41.6790,W, Mott, North Dakota, USA ,Open to the public,01,1947,no,na,na,na,na,5.55,na
Napoleon Municipal Airport,5B5,46,29,39.3385,N,099,45,31.3627,W, Napoleon, North Dakota, USA ,Open to the public,07,1970,no,na,na,na,na,na,na
Tomlinson Field Airport,8J7,47,41,46.9940,N,099,07,52.4230,W, New Rockford, North Dakota, USA ,Open to the public,03,1948,no,na,na,na,na,na,na
New Town Municipal Airport,05D,47,58,04.2750,N,102,28,41.2190,W, New Town, North Dakota, USA ,Open to the public,07,1967,no,na,na,na,na,na,na
Northwood Municipal Airport-Vince Field,4V4,47,43,29.5950,N,097,35,23.3200,W, Northwood, North Dakota, USA ,Open to the public,05,1948,no,6.00,na,na,na,na,na
Oakes Municipal Airport,2D5,46,10,23.8660,N,098,04,48.1390,W, Oakes, North Dakota, USA ,Open to the public,09,1981,no,7.50,na,na,na,na,na
Page Regional Airport,64G,47,10,12.7000,N,097,28,54.9000,W, Page, North Dakota, USA ,Open to the public,12,1987,no,na,na,na,na,5.85,na
Park River Airport-W C Skjerven Field,Y37,48,23,38.6990,N,097,46,50.7730,W, Park River, North Dakota, USA ,Open to the public,12,1959,no,na,na,4.75,na,na,na
Parshall-Hankins Airport,Y74,47,56,08.4650,N,102,08,31.6480,W, Parshall, North Dakota, USA ,Open to the public,01,1946,no,na,na,na,na,5.99,na
Pembina Municipal Airport,KPMB,48,56,32.7000,N,097,14,26.4000,W, Pembina, North Dakota, USA ,Open to the public,08,1938,no,7.15,na,na,na,na,na
Trulson Field Airport,Y99,48,01,50.0450,N,101,57,11.6010,W, Plaza, North Dakota, USA ,Open to the public,12,1978,no,na,na,na,na,na,na
Richardton Airport,4E8,46,53,44.9400,N,102,21,24.2800,W, Richardton, North Dakota, USA ,Open to the public,08,1975,no,na,na,na,na,na,na
Garrison Dam Recreational Airpark,37N,47,28,57.8200,N,101,24,29.3350,W, Riverdale, North Dakota, USA ,Open to the public,11,1984,no,na,na,na,na,na,na
Rolette Airport,2H9,48,40,00.7050,N,099,51,11.3800,W, Rolette, North Dakota, USA ,Open to the public,10,1949,no,na,na,na,na,na,na
Rolla Municipal Airport/Leonard Krech Field,06D,48,53,03.9020,N,099,37,15.3360,W, Rolla, North Dakota, USA ,Open to the public,01,1947,no,na,na,na,na,na,na
Rugby Municipal Airport,KRUG,48,23,25.3000,N,100,01,27.4000,W, Rugby, North Dakota, USA ,Open to the public,na,na,no,na,na,na,na,na,na
St Thomas Municipal Airport,4S5,48,37,35.1750,N,097,26,20.6000,W, St Thomas, North Dakota, USA ,Open to the public,03,1971,no,na,na,na,na,na,na
Stanley Municipal Airport,08D,48,18,03.1770,N,102,24,24.3140,W, Stanley, North Dakota, USA ,Open to the public,11,1971,no,na,na,na,na,4.90,5.00
Tioga Municipal Airport,D60,48,22,49.0000,N,102,53,50.5000,W, Tioga, North Dakota, USA ,Open to the public,07,1947,no,6.25,5.75,na,na,na,na
Towner Municipal Airport,D61,48,21,33.1009,N,100,23,44.2044,W, Towner, North Dakota, USA ,Open to the public,11,1937,no,na,na,na,na,na,na
Turtle Lake Municipal Airport,91N,47,30,34.5850,N,100,54,59.7600,W, Turtle Lake, North Dakota, USA ,Open to the public,05,1987,no,na,na,na,na,na,na
Barnes County Municipal Airport,KBAC,46,56,28.3350,N,098,01,04.8490,W, Valley City, North Dakota, USA ,Open to the public,12,1938,no,na,na,na,na,5.15,4.85
Harry Stern Airport,KBWP,46,14,39.4576,N,096,36,25.7614,W, Wahpeton, North Dakota, USA ,Open to the public,11,1947,no,na,na,na,na,4.99,na
Walhalla Municipal Airport,96D,48,56,26.0635,N,097,54,09.9995,W, Walhalla, North Dakota, USA ,Open to the public,09,1948,no,na,na,na,na,5.75,na
Washburn Municipal Airport,5C8,47,21,04.1360,N,101,01,33.2260,W, Washburn, North Dakota, USA ,Open to the public,12,1943,no,na,na,na,na,na,na
Watford City Municipal Airport,S25,47,47,34.7970,N,103,14,57.6680,W, Watford City, North Dakota, USA ,Open to the public,na,na,no,6.87,6.55,na,na,na,na
Westhope Municipal Airport,D64,48,54,47.0750,N,101,02,01.4000,W, Westhope, North Dakota, USA ,Open to the public,05,1947,no,na,na,na,na,na,na
Williston Basin International Airport,KXWA,48,15,35.2210,N,103,45,02.0040,W, Williston, North Dakota, USA ,Open to the public,08,2019,no,6.87,6.55,na,na,na,na
Wishek Municipal Airport,6L5,46,14,58.6650,N,099,32,22.7700,W, Wishek, North Dakota, USA ,Open to the public,11,1947,no,na,na,na,na,na,na
Ainsworth Regional Airport,KANW,42,34,45.2000,N,099,59,34.7000,W, Ainsworth, Nebraska, USA ,Open to the public,12,1944,no,na,5.55,na,na,na,na
Albion Municipal Airport,KBVN,41,43,42.8770,N,098,03,20.7350,W, Albion, Nebraska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Alliance Municipal Airport,KAIA,42,03,11.6000,N,102,48,13.5000,W, Alliance, Nebraska, USA ,Open to the public,02,1944,no,5.90,5.20,na,na,na,na
Alma Municipal Airport,4D9,40,06,44.9000,N,099,20,47.1000,W, Alma, Nebraska, USA ,Open to the public,06,1994,no,na,na,na,na,6.25,na
Arapahoe Municipal Airport,37V,40,20,29.7000,N,099,54,28.1000,W, Arapahoe, Nebraska, USA ,Open to the public,03,1972,no,na,na,na,na,5.18,na
Stuart-Atkinson Municipal Airport,8V2,42,33,45.7160,N,099,02,19.7170,W, Atkinson, Nebraska, USA ,Open to the public,01,1949,no,na,na,4.96,na,na,na
Farington Field Airport,K01,40,23,12.0000,N,095,47,16.8000,W, Auburn, Nebraska, USA ,Open to the public,10,1946,no,na,na,na,na,na,na
Aurora Municipal Airport - Al Potter Field,KAUH,40,53,38.9000,N,097,59,40.4000,W, Aurora, Nebraska, USA ,Open to the public,09,1969,no,5.30,na,na,na,na,na
Rock County Airport,KRBE,42,34,16.0528,N,099,34,10.2727,W, Bassett, Nebraska, USA ,Open to the public,08,1950,no,na,na,na,na,na,na
Beatrice Municipal Airport,KBIE,40,18,04.6000,N,096,45,14.8000,W, Beatrice, Nebraska, USA ,Open to the public,03,1941,no,5.65,5.80,na,na,na,na
Jones Airport,42V,40,03,28.9800,N,101,32,48.6010,W, Benkelman, Nebraska, USA ,Open to the public,11,1954,no,na,na,na,na,na,na
Blair Executive Airport,KBTA,41,24,53.3000,N,096,06,32.3000,W, Blair, Nebraska, USA ,Open to the public,11,1961,no,6.49,4.69,na,na,na,na
Bloomfield Municipal Airport,84Y,42,34,47.0080,N,097,40,25.2310,W, Bloomfield, Nebraska, USA ,Open to the public,02,1951,no,na,na,na,na,na,na
Broken Bow Municipal Airport/Keith Glaze Field,KBBW,41,26,11.2000,N,099,38,31.8000,W, Broken Bow, Nebraska, USA ,Open to the public,04,1940,no,na,6.40,na,na,na,na
Cram Field Airport,KBUB,41,46,39.2760,N,099,09,00.7620,W, Burwell, Nebraska, USA ,Open to the public,11,1960,no,na,na,na,na,6.95,na
Cambridge Municipal Airport,KCSB,40,18,23.6950,N,100,09,43.4600,W, Cambridge, Nebraska, USA ,Open to the public,08,1963,no,6.30,na,na,na,na,na
Central City Municipal Airport/Larry Reineke Field,07K,41,06,41.6207,N,098,03,04.8082,W, Central City, Nebraska, USA ,Open to the public,09,1963,no,na,na,na,na,na,na
Chadron Municipal Airport,KCDR,42,50,15.2077,N,103,05,43.4469,W, Chadron, Nebraska, USA ,Open to the public,04,1940,no,na,na,na,na,6.00,5.25
Billy G Ray Field Airport,KCNP,41,04,38.9000,N,102,27,50.6000,W, Chappell, Nebraska, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Columbus Municipal Airport,KOLU,41,26,55.4000,N,097,20,27.4000,W, Columbus, Nebraska, USA ,Open to the public,08,1945,no,6.30,4.58,na,na,na,na
Cozad Municipal Airport,KCZD,40,52,10.5330,N,100,00,15.3050,W, Cozad, Nebraska, USA ,Open to the public,04,1947,no,na,na,na,na,5.40,4.40
Creighton Municipal Airport,6K3,42,28,16.6000,N,097,53,05.1000,W, Creighton, Nebraska, USA ,Open to the public,05,1947,no,na,na,na,na,7.19,na
Crete Municipal Airport,KCEK,40,37,06.1562,N,096,55,32.5513,W, Crete, Nebraska, USA ,Open to the public,12,1949,no,na,na,5.90,5.94,na,na
Curtis Municipal Airport,47V,40,38,19.5000,N,100,28,24.3000,W, Curtis, Nebraska, USA ,Open to the public,10,1947,no,na,na,na,na,na,na
David City Municipal Airport,93Y,41,13,49.1870,N,097,07,21.1110,W, David City, Nebraska, USA ,Open to the public,04,1948,no,na,na,na,na,na,na
Fairbury Municipal Airport,KFBY,40,10,55.1000,N,097,10,04.4000,W, Fairbury, Nebraska, USA ,Open to the public,04,1940,no,na,na,na,na,5.25,na
Fairmont State Airport,KFMZ,40,35,09.9513,N,097,34,23.2916,W, Fairmont, Nebraska, USA ,Open to the public,07,1944,no,na,na,na,na,na,na
Brenner Field Airport,KFNB,40,04,43.6000,N,095,35,31.2000,W, Falls City, Nebraska, USA ,Open to the public,11,1946,no,na,na,5.68,4.15,na,na
Fremont Municipal Airport,KFET,41,26,59.8000,N,096,31,16.3000,W, Fremont, Nebraska, USA ,Open to the public,03,1941,no,5.85,4.50,na,na,na,na
Genoa Municipal Airport,97Y,41,24,15.7250,N,097,42,35.0050,W, Genoa, Nebraska, USA ,Open to the public,12,1971,no,na,na,na,na,na,na
Gordon Municipal Airport,KGRN,42,48,21.5000,N,102,10,30.9000,W, Gordon, Nebraska, USA ,Open to the public,02,1946,no,na,na,na,na,6.00,na
Gothenburg Municipal Airport,KGTE,40,55,31.7400,N,100,08,47.6500,W, Gothenburg, Nebraska, USA ,Open to the public,11,1948,no,na,na,na,na,na,na
Central Nebraska Regional Airport,KGRI,40,58,03.1530,N,098,18,34.7000,W, Grand Island, Nebraska, USA ,Open to the public,04,1940,yes,6.12,4.57,na,na,na,na
Grant Municipal Airport,KGGF,40,52,14.3881,N,101,44,01.9659,W, Grant, Nebraska, USA ,Open to the public,12,1958,no,na,na,na,na,5.95,na
Hartington Municipal Airport / Bud Becker Field,0B4,42,36,11.1000,N,097,15,12.6000,W, Hartington, Nebraska, USA ,Open to the public,02,1949,no,6.15,na,na,na,na,na
Harvard State Airport,08K,40,39,04.8000,N,098,04,47.6000,W, Harvard, Nebraska, USA ,Open to the public,04,1944,no,na,na,na,na,na,na
Hastings Municipal Airport,KHSI,40,36,18.9000,N,098,25,40.4000,W, Hastings, Nebraska, USA ,Open to the public,04,1940,no,5.79,4.39,na,na,na,na
Hay Springs Municipal Airport,4V6,42,40,54.9050,N,102,42,02.6550,W, Hay Springs, Nebraska, USA ,Open to the public,09,1950,no,na,na,na,na,na,na
Hebron Municipal Airport,KHJH,40,09,07.0000,N,097,35,04.3000,W, Hebron, Nebraska, USA ,Open to the public,03,1941,no,na,na,na,na,5.60,4.50
Brewster Field Airport,KHDE,40,27,06.4800,N,099,20,09.6300,W, Holdrege, Nebraska, USA ,Open to the public,11,1946,no,na,6.50,na,na,na,na
Grant County Airport,1V2,42,00,35.9800,N,101,46,12.2300,W, Hyannis, Nebraska, USA ,Open to the public,03,1960,no,na,na,na,na,na,na
Imperial Municipal Airport,KIML,40,30,37.1744,N,101,37,12.5257,W, Imperial, Nebraska, USA ,Open to the public,01,1943,no,na,na,na,na,5.20,na
Kearney Regional Airport,KEAR,40,43,37.3460,N,099,00,24.3720,W, Kearney, Nebraska, USA ,Open to the public,03,1943,no,5.99,4.95,na,na,na,na
Kimball Municipal Airport/Robert E Arraj Field,KIBM,41,11,17.0000,N,103,40,38.6000,W, Kimball, Nebraska, USA ,Open to the public,04,1947,no,na,na,na,na,5.99,5.99
Jim Kelly Field Airport,KLXN,40,47,25.5250,N,099,46,33.2910,W, Lexington, Nebraska, USA ,Open to the public,01,1946,no,na,na,na,na,5.19,4.40
Lincoln Airport,KLNK,40,51,03.2090,N,096,45,32.8360,W, Lincoln, Nebraska, USA ,Open to the public,04,1940,yes,7.36,6.41,na,na,na,na
Loup City Municipal Airport,0F4,41,17,10.9000,N,098,59,24.1000,W, Loup City, Nebraska, USA ,Open to the public,05,1970,no,na,na,na,na,5.25,na
Mc Cook Ben Nelson Regional Airport,KMCK,40,12,22.6520,N,100,35,31.5380,W, Mc Cook, Nebraska, USA ,Open to the public,05,1946,no,5.90,4.28,na,na,na,na
