name,callsign,lat1,lat2,lat3,latNS,long1,long2,long3,longEW,city,state,country,access,month,year,control_tower,FSJA,FS100,SSJA,SS100,PSJA,PS100
Jack Northrop Field/Hawthorne Municipal Airport,KHHR,33,55,22.3000,N,118,20,06.3000,W, Hawthorne, California, USA ,Open to the public,10,1942,yes,7.55,7.04,na,na,na,na
Hayfork Airport,F62,40,32,49.2000,N,123,10,46.7000,W, Hayfork, California, USA ,Open to the public,07,1970,no,na,na,na,na,na,na
Hayward Executive Airport,KHWD,37,39,32.1427,N,122,07,18.2538,W, Hayward, California, USA ,Open to the public,05,1947,yes,7.55,5.99,na,na,na,na
Healdsburg Municipal Airport,KHES,38,39,10.2930,N,122,53,55.1095,W, Healdsburg, California, USA ,Open to the public,11,1945,no,na,na,na,na,6.20,na
Hemet-Ryan Airport,KHMT,33,44,02.5000,N,117,01,20.3000,W, Hemet, California, USA ,Open to the public,03,1941,no,na,6.75,na,na,na,na
Herlong Airport,H37,40,08,19.4000,N,120,10,47.9000,W, Herlong, California, USA ,Open to the public,10,1964,no,na,na,na,na,na,na
Hesperia Airport,L26,34,22,37.0000,N,117,18,57.8000,W, Hesperia, California, USA ,Open to the public,04,1980,no,na,na,na,na,na,na
Hollister Municipal Airport,KCVH,36,53,36.0510,N,121,24,36.9850,W, Hollister, California, USA ,Open to the public,04,1943,no,6.72,6.09,na,na,na,na
Frazier Lake Airpark,1C9,36,57,10.2000,N,121,27,45.5000,W, Hollister, California, USA ,Open to the public,07,1983,no,na,na,na,na,na,na
Hoopa Airport,O21,41,02,29.3000,N,123,40,04.1000,W, Hoopa, California, USA ,Open to the public,11,1963,no,na,na,na,na,na,na
Hyampom Airport,H47,40,37,32.2000,N,123,28,06.6000,W, Hyampom, California, USA ,Open to the public,05,1965,no,na,na,na,na,na,na
Imperial County Airport,KIPL,32,50,03.2000,N,115,34,43.5000,W, Imperial, California, USA ,Open to the public,04,1940,no,6.25,5.93,na,na,na,na
Independence Airport,2O7,36,48,58.9406,N,118,12,17.7572,W, Independence, California, USA ,Open to the public,04,1940,no,na,na,na,na,na,na
Inyokern Airport,KIYK,35,39,31.4686,N,117,49,46.3170,W, Inyokern, California, USA ,Open to the public,04,1940,no,5.48,7.39,na,na,na,na
Westover Field / Amador County Airport,KJAQ,38,22,36.4860,N,120,47,38.0770,W, Jackson, California, USA ,Open to the public,07,1940,no,na,na,na,na,5.39,4.99
Jacumba Airport,L78,32,36,57.1700,N,116,09,55.9400,W, Jacumba, California, USA ,Open to the public,05,1941,no,na,na,na,na,na,na
Kern Valley Airport,L05,35,43,41.6000,N,118,25,11.0000,W, Kernville, California, USA ,Open to the public,07,1949,no,na,na,na,na,5.68,na
Mesa Del Rey Airport,KKIC,36,13,42.8000,N,121,07,16.7000,W, King City, California, USA ,Open to the public,04,1940,no,na,na,na,na,6.39,na
Andy Mc Beth Airport,S51,41,30,43.3000,N,123,59,44.4000,W, Klamath Glen, California, USA ,Open to the public,08,1980,no,na,na,na,na,na,na
Brackett Field Airport,KPOC,34,05,30.0000,N,117,46,54.4000,W, La Verne, California, USA ,Open to the public,01,1942,yes,na,na,na,na,6.04,na
Lampson Field Airport,1O2,38,59,26.2000,N,122,54,02.6000,W, Lakeport, California, USA ,Open to the public,10,1941,no,na,na,na,na,6.35,na
General Wm J Fox Airfield,KWJF,34,44,27.8000,N,118,13,07.1000,W, Lancaster, California, USA ,Open to the public,11,1959,yes,6.32,5.53,na,na,na,na
Lee Vining Airport,O24,37,57,27.8591,N,119,06,20.9202,W, Lee Vining, California, USA ,Open to the public,09,1956,no,na,na,na,na,na,na
Lincoln Regional Airport/Karl Harder Field,KLHM,38,54,33.0000,N,121,21,04.8000,W, Lincoln, California, USA ,Open to the public,07,1944,no,6.58,6.99,na,na,na,na
Little River Airport,KLLR,39,15,43.4000,N,123,45,13.6000,W, Little River, California, USA ,Open to the public,12,1944,no,na,na,na,na,6.20,na
Livermore Municipal Airport,KLVK,37,41,36.2000,N,121,49,13.3000,W, Livermore, California, USA ,Open to the public,12,1965,yes,7.35,6.06,na,na,na,na
Lodi Airport,1O3,38,12,08.7900,N,121,16,08.9100,W, Lodi, California, USA ,Open to the public,04,1940,no,na,na,na,na,6.49,6.49
Kingdon Airpark,O20,38,05,29.7110,N,121,21,33.8150,W, Lodi, California, USA ,Open to the public,07,1944,no,na,na,na,na,na,na
Lodi Airpark,L53,38,05,02.7130,N,121,18,58.8130,W, Lodi, California, USA ,Open to the public,02,1946,no,na,na,na,na,na,na
Lompoc Airport,KLPC,34,39,56.2300,N,120,28,03.0100,W, Lompoc, California, USA ,Open to the public,03,1962,no,na,na,na,na,5.56,6.35
Lone Pine/Death Valley Airport,O26,36,35,19.3000,N,118,02,57.8000,W, Lone Pine, California, USA ,Open to the public,06,1942,no,na,na,na,na,na,na
Long Beach Airport (Daugherty Field),KLGB,33,49,04.5470,N,118,09,06.8060,W, Long Beach, California, USA ,Open to the public,04,1940,yes,7.25,7.38,na,na,na,na
Whiteman Airport,KWHP,34,15,33.5710,N,118,24,48.3590,W, Los Angeles, California, USA ,Open to the public,06,1945,yes,6.28,5.66,na,na,na,na
Los Angeles International Airport,KLAX,33,56,32.9870,N,118,24,28.9750,W, Los Angeles, California, USA ,Open to the public,04,1940,yes,6.99,5.67,na,na,na,na
Los Banos Municipal Airport,KLSN,37,03,50.0000,N,120,52,11.5000,W, Los Banos, California, USA ,Open to the public,04,1940,no,na,na,na,na,6.13,5.25
Madera Municipal Airport,KMAE,36,59,18.9610,N,120,06,44.8190,W, Madera, California, USA ,Open to the public,01,1943,no,na,5.68,na,na,na,na
Mammoth Yosemite Airport,KMMH,37,37,26.6000,N,118,50,19.5000,W, Mammoth Lakes, California, USA ,Open to the public,09,1947,no,7.90,8.68,na,na,na,na
Marina Municipal Airport,KOAR,36,40,53.5000,N,121,45,42.0000,W, Marina, California, USA ,Open to the public,na,na,no,na,na,na,na,5.30,4.60
Mariposa-Yosemite Airport,KMPI,37,30,39.1000,N,120,02,22.3000,W, Mariposa, California, USA ,Open to the public,04,1940,no,na,na,na,na,na,na
Alpine County Airport,M45,38,44,05.1000,N,119,46,01.4000,W, Markleeville, California, USA ,Open to the public,01,1968,no,na,na,na,na,na,na
Yuba County Airport,KMYV,39,05,52.0000,N,121,34,11.4000,W, Marysville, California, USA ,Open to the public,12,1943,no,6.59,6.99,na,na,na,na
Merced Yosemite Regional Airport,KMCE,37,17,05.1000,N,120,30,50.1000,W, Merced, California, USA ,Open to the public,04,1928,no,7.37,7.22,na,na,na,na
Modesto City-County Airport-Harry Sham Field,KMOD,37,37,32.9690,N,120,57,15.9480,W, Modesto, California, USA ,Open to the public,04,1940,yes,7.35,6.58,na,na,na,na
Mojave Air & Space Port/Rutan Field,KMHV,35,03,32.2000,N,118,09,02.2000,W, Mojave, California, USA ,Open to the public,04,1940,yes,5.99,5.11,na,na,na,na
Siskiyou County Airport,KSIY,41,46,53.2000,N,122,28,05.2000,W, Montague, California, USA ,Open to the public,09,1943,no,na,na,na,na,na,na
Montague Airport-Yreka Rohrer Field,1O5,41,43,47.9400,N,122,32,40.1300,W, Montague, California, USA ,Open to the public,04,1940,no,na,na,na,na,7.75,na
Monterey Regional Airport,KMRY,36,35,13.0280,N,121,50,34.0190,W, Monterey, California, USA ,Open to the public,04,1940,yes,5.75,9.11,na,na,na,na
French Valley Airport,F70,33,34,27.0447,N,117,07,42.5035,W, Murrieta/Temecula, California, USA ,Open to the public,07,1989,no,na,na,na,na,5.79,na
Napa County Airport,KAPC,38,12,47.4810,N,122,16,50.4740,W, Napa, California, USA ,Open to the public,10,1944,yes,7.55,6.04,na,na,na,na
Needles Airport,KEED,34,45,58.8486,N,114,37,23.8076,W, Needles, California, USA ,Open to the public,05,1941,no,na,na,na,na,7.55,7.25
New Cuyama Airport,L88,34,56,24.6400,N,119,41,10.0200,W, New Cuyama, California, USA ,Open to the public,09,1950,no,na,na,na,na,na,na
Gnoss Field Airport,KDVO,38,08,36.8730,N,122,33,25.5290,W, Novato, California, USA ,Open to the public,09,1947,no,7.05,5.90,na,na,na,na
Oakdale Airport,O27,37,45,22.8370,N,120,48,00.7500,W, Oakdale, California, USA ,Open to the public,05,1947,no,na,na,na,na,5.30,na
Metro Oakland International Airport,KOAK,37,43,16.5410,N,122,13,16.1420,W, Oakland, California, USA ,Open to the public,04,1940,yes,8.34,7.11,na,na,na,na
Oceano County Airport,L52,35,06,05.5050,N,120,37,20.3350,W, Oceano, California, USA ,Open to the public,10,1947,no,na,na,na,na,5.68,na
Bob Maxwell Memorial Airfield,KOKB,33,13,04.7150,N,117,21,05.4270,W, Oceanside, California, USA ,Open to the public,06,1963,no,na,na,na,na,na,na
Ocotillo Airport,L90,33,08,52.1428,N,116,07,53.5209,W, Ocotillo Wells, California, USA ,Open to the public,06,1948,no,na,na,na,na,na,na
Ontario International Airport,KONT,34,03,21.6510,N,117,36,04.2750,W, Ontario, California, USA ,Open to the public,04,1940,yes,6.40,5.00,na,na,na,na
Haigh Field Airport,O37,39,43,13.4000,N,122,08,46.9000,W, Orland, California, USA ,Open to the public,09,1947,no,na,na,na,na,6.55,na
Oroville Municipal Airport,KOVE,39,29,16.1000,N,121,37,19.2000,W, Oroville, California, USA ,Open to the public,04,1940,no,na,na,na,na,6.00,6.40
Oxnard Airport,KOXR,34,12,02.9050,N,119,12,26.0150,W, Oxnard, California, USA ,Open to the public,04,1942,yes,6.28,6.95,na,na,na,na
Palm Springs International Airport,KPSP,33,49,46.8000,N,116,30,24.1000,W, Palm Springs, California, USA ,Open to the public,07,1942,yes,9.90,7.83,na,na,na,na
Jacqueline Cochran Regional Airport,KTRM,33,37,36.0140,N,116,09,34.7560,W, Palm Springs, California, USA ,Open to the public,na,na,no,9.06,7.89,na,na,na,na
Bermuda Dunes Airport,KUDD,33,44,54.3750,N,116,16,29.3280,W, Palm Springs, California, USA ,Open to the public,10,1962,no,9.90,7.83,na,na,na,na
Palmdale USAF Plant 42 Airport,KPMD,34,37,45.8000,N,118,05,04.3900,W, Palmdale, California, USA ,"Open to the public; OFFICAL BUSINESS ONLY. MILITARY ARPT. CIVIL USE REQUIRES USAF APPROVAL AND DD FORM 2400/01/02.",na,na,yes,na,na,na,na,na,na
Palo Alto Airport,KPAO,37,27,40.0000,N,122,06,54.2000,W, Palo Alto, California, USA ,Open to the public,04,1940,yes,6.19,na,na,na,na,na
Paso Robles Municipal Airport,KPRB,35,40,22.4000,N,120,37,37.5000,W, Paso Robles, California, USA ,Open to the public,10,1943,no,6.90,6.08,na,na,na,na
Perris Valley Airport,L65,33,45,52.7000,N,117,13,08.4000,W, Perris, California, USA ,Open to the public,10,1962,no,na,na,na,na,na,na
Petaluma Municipal Airport,O69,38,15,28.0560,N,122,36,19.1650,W, Petaluma, California, USA ,Open to the public,06,1949,no,na,5.60,na,na,na,na
Placerville Airport,KPVF,38,43,27.2190,N,120,45,11.9130,W, Placerville, California, USA ,Open to the public,04,1940,no,na,na,na,na,5.69,5.95
Porterville Municipal Airport,KPTV,36,01,46.5000,N,119,03,45.8000,W, Porterville, California, USA ,Open to the public,09,1942,no,5.90,5.80,na,na,na,na
Gansner Field Airport,2O1,39,56,38.1000,N,120,56,43.4000,W, Quincy, California, USA ,Open to the public,12,1949,no,na,na,na,na,5.91,na
Ramona Airport,KRNM,33,02,21.0000,N,116,54,54.9000,W, Ramona, California, USA ,Open to the public,06,1947,yes,6.59,6.65,na,na,na,na
Rancho Murieta Airport,KRIU,38,29,12.4000,N,121,06,10.0000,W, Rancho Murieta, California, USA ,Open to the public,09,1970,no,na,na,na,na,7.00,6.65
Ravendale Airport,O39,40,48,13.3300,N,120,21,58.3500,W, Ravendale, California, USA ,Open to the public,04,1940,no,na,na,na,na,na,na
Red Bluff Municipal Airport,KRBL,40,09,01.1000,N,122,15,07.9000,W, Red Bluff, California, USA ,Open to the public,04,1948,no,7.35,6.73,na,na,na,na
Redding Regional Airport,KRDD,40,30,32.3000,N,122,17,36.2000,W, Redding, California, USA ,Open to the public,07,1944,yes,7.38,6.73,na,na,na,na
Benton Field Airport,O85,40,34,25.2470,N,122,24,26.4080,W, Redding, California, USA ,Open to the public,04,1940,no,na,na,na,na,na,na
Redlands Municipal Airport,KREI,34,05,06.9000,N,117,08,47.0000,W, Redlands, California, USA ,Open to the public,02,1947,no,na,na,na,na,5.95,na
Reedley Municipal Airport,O32,36,40,15.6000,N,119,27,03.7000,W, Reedley, California, USA ,Open to the public,12,1945,no,na,na,na,na,6.30,6.30
Rio Linda Airport,L36,38,40,30.0000,N,121,26,43.6000,W, Rio Linda, California, USA ,Open to the public,11,1963,no,na,na,na,na,6.50,na
Rio Vista Municipal Airport,O88,38,11,36.2000,N,121,42,13.1000,W, Rio Vista, California, USA ,Open to the public,05,1994,no,na,na,na,na,7.96,na
Riverside Municipal Airport,KRAL,33,57,06.8000,N,117,26,42.4000,W, Riverside, California, USA ,Open to the public,04,1940,yes,na,na,na,na,5.60,na
March Air Reserve Base,KRIV,33,52,54.9960,N,117,15,32.4610,W, Riverside, California, USA ,Open to the public,05,1941,yes,6.99,5.67,na,na,na,na
Flabob Airport,KRIR,33,59,19.6350,N,117,24,35.6750,W, Riverside/Rubidoux, California, USA ,Open to the public,04,1942,no,na,na,na,na,na,na
Rosamond Skypark Airport,L00,34,52,13.8000,N,118,12,19.5000,W, Rosamond, California, USA ,Open to the public,03,1953,no,na,na,na,na,6.00,na
Ruth Airport,T42,40,12,41.3000,N,123,17,51.7000,W, Ruth, California, USA ,Open to the public,01,2002,no,na,na,na,na,na,na
Sacramento Executive Airport,KSAC,38,30,46.3000,N,121,29,35.8810,W, Sacramento, California, USA ,Open to the public,04,1940,yes,6.59,6.52,na,na,na,na
Mc Clellan Airfield,KMCC,38,40,03.5000,N,121,24,02.2000,W, Sacramento, California, USA ,Open to the public,05,1941,no,8.93,8.84,na,na,na,na
Sacramento Mather Airport,KMHR,38,33,19.1190,N,121,17,49.9610,W, Sacramento, California, USA ,Open to the public,07,1942,yes,6.59,6.52,na,na,na,na
Sacramento International Airport,KSMF,38,41,43.6000,N,121,35,26.8000,W, Sacramento, California, USA ,Open to the public,06,1962,yes,6.59,6.52,na,na,na,na
Salinas Municipal Airport,KSNS,36,39,44.6790,N,121,36,25.7530,W, Salinas, California, USA ,Open to the public,06,1942,yes,6.80,5.95,na,na,na,na
Salton Sea Airport,KSAS,33,14,28.3000,N,115,57,09.3000,W, Salton City, California, USA ,Open to the public,01,1960,no,na,na,na,na,na,na
Calaveras County Airport - Maury Rasmussen Field,KCPU,38,08,46.0000,N,120,38,53.4000,W, San Andreas, California, USA ,Open to the public,11,1981,no,na,na,na,na,5.35,na
San Bernardino International Airport,KSBD,34,05,43.3000,N,117,14,05.6000,W, San Bernardino, California, USA ,Open to the public,07,1940,yes,6.40,5.00,na,na,na,na
San Carlos Airport,KSQL,37,30,42.7000,N,122,14,58.3120,W, San Carlos, California, USA ,Open to the public,07,1952,yes,6.55,7.05,na,na,na,na
Montgomery-Gibbs Executive Airport,KMYF,32,48,56.6000,N,117,08,22.4000,W, San Diego, California, USA ,Open to the public,07,1940,yes,7.99,4.77,na,na,na,na
Brown Field Municipal Airport,KSDM,32,34,20.2000,N,116,58,48.6000,W, San Diego, California, USA ,Open to the public,03,1948,yes,6.40,5.00,na,na,na,na
San Diego International Airport,KSAN,32,44,00.8260,N,117,11,22.7880,W, San Diego, California, USA ,Open to the public,04,1940,yes,7.99,4.77,na,na,na,na
Gillespie Field Airport,KSEE,32,49,34.4000,N,116,58,20.8000,W, San Diego/El Cajon, California, USA ,Open to the public,12,1942,yes,6.79,5.29,na,na,na,na
San Francisco International Airport,KSFO,37,37,07.7000,N,122,22,31.5000,W, San Francisco, California, USA ,Open to the public,04,1940,yes,7.59,6.31,na,na,na,na
Norman Y Mineta San Jose International Airport,KSJC,37,21,46.7810,N,121,55,43.0340,W, San Jose, California, USA ,Open to the public,02,1946,yes,8.95,8.85,na,na,na,na
Reid-Hillview Airport of Santa Clara County,KRHV,37,19,58.3000,N,121,49,11.3000,W, San Jose, California, USA ,Open to the public,09,1942,yes,na,na,na,na,na,na
San Luis County Regional Airport,KSBP,35,14,14.2000,N,120,38,33.4000,W, San Luis Obispo, California, USA ,Open to the public,04,1940,yes,6.90,5.88,na,na,na,na
San Martin Airport,E16,37,04,53.7000,N,121,35,48.5000,W, San Martin, California, USA ,Open to the public,08,1972,no,na,na,na,na,na,na
John Wayne/Orange County Airport,KSNA,33,40,32.3830,N,117,52,05.6390,W, Santa Ana, California, USA ,Open to the public,11,1941,yes,6.99,5.67,na,na,na,na
Santa Barbara Municipal Airport,KSBA,34,25,34.2889,N,119,50,29.3737,W, Santa Barbara, California, USA ,Open to the public,04,1940,yes,7.12,8.31,na,na,na,na
Santa Maria Public Airport/Capt G Allan Hancock Field,KSMX,34,53,59.8000,N,120,27,29.1000,W, Santa Maria, California, USA ,Open to the public,06,1947,yes,6.89,6.02,na,na,na,na
Santa Monica Municipal Airport,KSMO,34,00,56.9590,N,118,27,04.7020,W, Santa Monica, California, USA ,Open to the public,04,1940,yes,7.55,7.04,na,na,na,na
Santa Paula Airport,KSZP,34,20,49.2634,N,119,03,41.8198,W, Santa Paula, California, USA ,Open to the public,04,1940,no,na,na,na,na,5.25,na
Charles M Schulz - Sonoma County Airport,KSTS,38,30,34.9000,N,122,48,46.4000,W, Santa Rosa, California, USA ,Open to the public,na,na,yes,7.65,6.36,na,na,na,na
Santa Ynez Airport/Kunkle Field,KIZA,34,36,24.5350,N,120,04,31.9800,W, Santa Ynez, California, USA ,Open to the public,03,1948,no,6.72,7.04,na,na,na,na
Sonoma Valley Airport,0Q3,38,13,26.1921,N,122,26,58.9596,W, Schellville/Sonoma, California, USA ,Open to the public,08,1957,no,na,na,na,na,8.00,na
Selma Airport,0Q4,36,34,51.6018,N,119,39,25.1208,W, Selma, California, USA ,Open to the public,05,1963,no,na,na,6.95,na,na,na
Shafter Airport-Minter Field,KMIT,35,30,26.9200,N,119,11,31.6700,W, Shafter, California, USA ,Open to the public,03,1948,no,6.24,4.35,na,na,na,na
Shelter Cove Airport,0Q5,40,01,41.4000,N,124,04,27.5000,W, Shelter Cove, California, USA ,Open to the public,06,1950,no,na,na,na,na,na,na
Shoshone Airport,L61,35,58,07.0000,N,116,16,09.4000,W, Shoshone, California, USA ,Open to the public,03,1948,no,na,na,na,na,na,na
Sierraville Dearwater Airport,O79,39,34,54.0000,N,120,21,14.5000,W, Sierraville, California, USA ,Open to the public,na,na,no,na,na,na,na,na,na
Sonoma Skypark Airport,0Q9,38,15,26.9000,N,122,26,04.4000,W, Sonoma, California, USA ,Open to the public,01,1976,no,na,na,na,na,6.30,na
Lake Tahoe Airport,KTVL,38,53,38.0000,N,119,59,43.2000,W, South Lake Tahoe, California, USA ,Open to the public,na,na,no,7.30,6.90,na,na,na,na
Stockton Metro Airport,KSCK,37,53,39.8770,N,121,14,19.4640,W, Stockton, California, USA ,Open to the public,04,1940,yes,7.49,7.56,na,na,na,na
Eckert Field Airport,1Q1,36,09,44.6000,N,119,03,02.3000,W, Strathmore, California, USA ,Open to the public,10,1946,no,na,na,na,na,na,na
Susanville Municipal Airport,KSVE,40,22,32.5000,N,120,34,21.7000,W, Susanville, California, USA ,Open to the public,04,1940,no,6.98,5.98,na,na,na,na
Spaulding Airport,1Q2,40,39,01.1000,N,120,46,06.6320,W, Susanville, California, USA ,Open to the public,07,1970,no,na,na,na,na,na,na
Taft-Kern County Airport,L17,35,08,29.9691,N,119,26,16.2251,W, Taft, California, USA ,Open to the public,04,1940,no,na,na,na,na,7.29,5.90
Tehachapi Municipal Airport,KTSP,35,08,05.9800,N,118,26,21.4800,W, Tehachapi, California, USA ,Open to the public,04,1940,no,na,na,na,na,5.37,4.32
Mountain Valley Airport,L94,35,06,03.8800,N,118,25,23.3010,W, Tehachapi, California, USA ,Open to the public,02,1968,no,na,na,na,na,na,na
Zamperini Field Airport,KTOA,33,48,12.1783,N,118,20,22.5875,W, Torrance, California, USA ,Open to the public,na,na,yes,6.35,na,na,na,na,na
Tracy Municipal Airport,KTCY,37,41,20.0230,N,121,26,29.6690,W, Tracy, California, USA ,Open to the public,04,1940,no,na,na,na,na,6.20,4.63
New Jerusalem Airport,1Q4,37,40,40.0000,N,121,18,04.3000,W, Tracy, California, USA ,Open to the public,07,1944,no,na,na,na,na,na,na
Trinity Center Airport,O86,40,58,57.9000,N,122,41,37.4000,W, Trinity Center, California, USA ,Open to the public,09,1960,no,na,na,na,na,na,na
Trona Airport,L72,35,48,45.6000,N,117,19,36.9000,W, Trona, California, USA ,Open to the public,02,1944,no,na,na,na,na,na,na
Truckee-Tahoe Airport,KTRK,39,19,12.2000,N,120,08,22.5000,W, Truckee, California, USA ,Open to the public,10,1962,yes,8.30,7.84,na,na,na,na
Mefford Field Airport,KTLR,36,09,23.7000,N,119,19,35.6000,W, Tulare, California, USA ,Open to the public,07,1940,no,na,na,na,na,5.75,4.85
Tulelake Municipal Airport,O81,41,53,26.3000,N,121,21,38.4000,W, Tulelake, California, USA ,Open to the public,09,1951,no,na,na,na,na,na,na
Turlock Municipal Airport,O15,37,29,02.5000,N,120,41,50.4000,W, Turlock, California, USA ,Open to the public,12,1948,no,na,na,na,na,6.31,na
Twentynine Palms Airport,KTNP,34,07,53.7000,N,115,56,44.9000,W, Twentynine Palms, California, USA ,Open to the public,02,1959,no,na,na,na,na,5.58,na
Ukiah Municipal Airport,KUKI,39,07,33.4000,N,123,12,03.1000,W, Ukiah, California, USA ,Open to the public,04,1946,no,7.00,6.75,na,na,na,na
Cable Airport,KCCB,34,06,41.8000,N,117,41,14.6000,W, Upland, California, USA ,Open to the public,09,1945,no,6.00,na,na,na,na,na
Gravelly Valley Airport,1Q5,39,27,02.6000,N,122,57,16.6000,W, Upper Lake, California, USA ,Open to the public,10,1944,no,na,na,na,na,na,na
Nut Tree Airport,KVCB,38,22,41.6000,N,121,57,40.3000,W, Vacaville, California, USA ,Open to the public,na,na,no,6.45,5.70,na,na,na,na
Van Nuys Airport,KVNY,34,12,35.3000,N,118,29,23.9000,W, Van Nuys, California, USA ,Open to the public,07,1942,yes,na,na,na,na,6.68,na
